Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;19/12/2022 11:02:01;-42.1339;-73.3606;84.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 10:47:02;-42.1335;-73.3603;183.0;0.99 kt
HURACAN I (ART);CB7014;18/12/2022 11:17:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 11:32:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 11:47:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 12:02:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 12:17:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 12:32:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 12:47:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 13:02:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 13:17:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 13:32:01;-42.1311;-73.362;342.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 13:47:01;-42.1309;-73.3633;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 14:02:01;-42.1309;-73.3632;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 14:17:01;-42.1309;-73.3633;59.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 14:32:01;-42.1309;-73.3632;59.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 14:47:01;-42.1309;-73.3632;59.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 15:02:01;-42.1285;-73.3623;92.0;4.99 kt
HURACAN I (ART);CB7014;18/12/2022 15:17:01;-42.1331;-73.3606;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 15:32:01;-42.1331;-73.3606;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 15:47:01;-42.1331;-73.3607;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 16:02:01;-42.1331;-73.3606;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 16:17:01;-42.1331;-73.3606;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 16:32:01;-42.1331;-73.3606;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 16:47:01;-42.1331;-73.3606;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 17:02:01;-42.1331;-73.3606;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 17:17:01;-42.1331;-73.3607;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 17:32:02;-42.1332;-73.3607;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 17:47:02;-42.1332;-73.3607;39.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 18:02:01;-42.1331;-73.3607;17.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 18:17:01;-42.1331;-73.3607;17.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 18:32:01;-42.1331;-73.3607;17.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 18:47:01;-42.1331;-73.3607;343.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 19:02:01;-42.133;-73.3605;39.0;2.00 kt
HURACAN I (ART);CB7014;18/12/2022 19:17:01;-42.132;-73.3644;307.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 19:32:01;-42.1118;-73.3702;333.0;8.00 kt
HURACAN I (ART);CB7014;18/12/2022 19:47:01;-42.1042;-73.407;239.0;8.00 kt
HURACAN I (ART);CB7014;18/12/2022 20:02:01;-42.1103;-73.4342;93.0;2.00 kt
HURACAN I (ART);CB7014;18/12/2022 20:17:01;-42.1104;-73.4342;68.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 20:32:01;-42.1103;-73.4342;60.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 20:47:01;-42.1104;-73.4343;237.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 21:02:01;-42.1104;-73.4343;33.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 21:17:01;-42.1104;-73.4342;212.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 21:32:01;-42.1104;-73.4343;206.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 21:47:01;-42.1104;-73.4342;48.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 22:02:01;-42.1103;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 22:17:01;-42.1104;-73.4342;221.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 22:32:01;-42.1104;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 22:47:01;-42.1104;-73.4342;44.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 23:02:01;-42.1103;-73.4341;54.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 23:17:01;-42.1103;-73.4342;226.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 23:32:01;-42.1103;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;18/12/2022 23:47:01;-42.1103;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 00:02:01;-42.1103;-73.4341;67.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 00:17:01;-42.1103;-73.4341;230.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 00:32:01;-42.1103;-73.4341;90.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 00:47:02;-42.1103;-73.434;90.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 01:02:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 01:17:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 01:32:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 01:47:01;-42.1103;-73.434;267.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 02:02:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 02:17:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 02:32:01;-42.1103;-73.434;252.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 02:47:01;-42.1103;-73.434;252.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 03:02:01;-42.1103;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 03:17:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 03:32:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 03:47:01;-42.1103;-73.4338;258.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 04:02:02;-42.1103;-73.4339;131.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 04:17:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 04:32:01;-42.1103;-73.434;280.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 04:47:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 05:02:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 05:17:01;-42.1103;-73.4339;293.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 05:32:01;-42.1103;-73.4338;124.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 05:47:02;-42.1103;-73.4338;294.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 06:02:01;-42.1103;-73.4338;303.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 06:17:01;-42.1103;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 06:32:01;-42.1104;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 06:47:01;-42.1105;-73.4337;309.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 07:02:01;-42.1105;-73.4336;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 07:17:02;-42.1105;-73.4336;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 07:32:02;-42.1103;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 07:47:01;-42.1104;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 08:02:01;-42.1105;-73.4336;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 08:17:01;-42.1105;-73.4336;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 08:32:01;-42.1103;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 08:47:01;-42.1104;-73.4337;336.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 09:02:01;-42.1104;-73.4336;339.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 09:17:01;-42.1105;-73.4336;0.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 09:32:01;-42.1103;-73.4337;339.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 09:47:01;-42.1103;-73.4338;339.0;0.00 kt
HURACAN I (ART);CB7014;19/12/2022 10:02:01;-42.1154;-73.4315;60.0;8.00 kt
HURACAN I (ART);CB7014;19/12/2022 10:17:01;-42.1009;-73.3896;79.0;8.00 kt
HURACAN I (ART);CB7014;19/12/2022 10:32:01;-42.1261;-73.3645;163.0;8.00 kt
ARIES I (ART);CA8184;19/12/2022 06:51:51;-18.40862;-70.38232;40.0;4.00 kt
ARIES I (ART);CA8184;19/12/2022 07:06:51;-18.40578;-70.38182;287.0;0.09 kt
ARIES I (ART);CA8184;19/12/2022 07:21:51;-18.40543;-70.38173;258.0;0.50 kt
ARIES I (ART);CA8184;19/12/2022 07:36:51;-18.40448;-70.38167;3.0;0.40 kt
ARIES I (ART);CA8184;19/12/2022 07:51:51;-18.40262;-70.38165;287.0;0.60 kt
ARIES I (ART);CA8184;19/12/2022 08:06:51;-18.40238;-70.37885;106.0;6.70 kt
ARIES I (ART);CA8184;19/12/2022 09:36:51;-18.40113;-70.40808;178.0;7.89 kt
ARIES I (ART);CA8184;19/12/2022 09:51:51;-18.4304;-70.3928;139.0;8.10 kt
UZIEL II (ART);CB7875;19/12/2022 10:57:01;-36.8747;-73.3229;256.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 10:49:01;-36.8747;-73.323;51.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 04:57:01;-36.7344;-73.1888;266.0;8.00 kt
UZIEL II (ART);CB7875;19/12/2022 05:05:01;-36.7403;-73.2055;233.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 05:13:01;-36.75;-73.2202;240.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 05:21:01;-36.7573;-73.2361;242.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 05:29:01;-36.7664;-73.25;230.0;8.00 kt
UZIEL II (ART);CB7875;19/12/2022 05:37:01;-36.7754;-73.2654;250.0;6.00 kt
UZIEL II (ART);CB7875;19/12/2022 05:45:01;-36.786;-73.2787;228.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 05:53:01;-36.7977;-73.2911;212.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 06:01:01;-36.8109;-73.3015;210.0;8.00 kt
UZIEL II (ART);CB7875;19/12/2022 06:09:01;-36.8232;-73.3131;197.0;8.00 kt
UZIEL II (ART);CB7875;19/12/2022 06:17:01;-36.838;-73.319;194.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 06:25:01;-36.8459;-73.318;95.0;6.00 kt
UZIEL II (ART);CB7875;19/12/2022 06:33:01;-36.8457;-73.3158;51.0;4.99 kt
UZIEL II (ART);CB7875;19/12/2022 06:41:01;-36.846;-73.3254;250.0;4.00 kt
UZIEL II (ART);CB7875;19/12/2022 06:49:01;-36.8482;-73.3357;288.0;4.00 kt
UZIEL II (ART);CB7875;19/12/2022 06:57:01;-36.8551;-73.3364;141.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 07:05:01;-36.8691;-73.3258;148.0;6.99 kt
UZIEL II (ART);CB7875;19/12/2022 07:13:01;-36.8723;-73.3199;179.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 07:21:01;-36.8729;-73.3199;200.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 07:29:01;-36.8735;-73.3202;141.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 07:37:01;-36.8739;-73.3206;190.0;0.50 kt
UZIEL II (ART);CB7875;19/12/2022 07:45:01;-36.8742;-73.321;40.0;1.49 kt
UZIEL II (ART);CB7875;19/12/2022 07:53:01;-36.8745;-73.3215;352.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 08:01:01;-36.8746;-73.3221;237.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 08:09:01;-36.8747;-73.3226;50.0;0.50 kt
UZIEL II (ART);CB7875;19/12/2022 08:17:01;-36.8747;-73.3232;240.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 08:25:01;-36.8747;-73.3236;249.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 08:33:01;-36.8746;-73.324;269.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 08:41:01;-36.8746;-73.3242;61.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 08:49:01;-36.8745;-73.3243;70.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 08:57:01;-36.8745;-73.3245;238.0;0.50 kt
UZIEL II (ART);CB7875;19/12/2022 09:05:01;-36.8745;-73.3244;262.0;2.00 kt
UZIEL II (ART);CB7875;19/12/2022 09:13:01;-36.8746;-73.3242;105.0;2.00 kt
UZIEL II (ART);CB7875;19/12/2022 09:21:01;-36.8746;-73.3241;59.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 09:29:01;-36.8746;-73.324;253.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 09:37:01;-36.8747;-73.3239;67.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 09:45:01;-36.8747;-73.3236;228.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 09:53:01;-36.8748;-73.3235;71.0;2.00 kt
UZIEL II (ART);CB7875;19/12/2022 10:01:01;-36.8748;-73.3235;63.0;2.00 kt
UZIEL II (ART);CB7875;19/12/2022 10:09:01;-36.8748;-73.3236;248.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 10:17:01;-36.8747;-73.3235;237.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 10:25:01;-36.8747;-73.3234;61.0;0.00 kt
UZIEL II (ART);CB7875;19/12/2022 10:33:01;-36.8747;-73.3233;255.0;0.99 kt
UZIEL II (ART);CB7875;19/12/2022 10:41:01;-36.8747;-73.3232;39.0;0.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 11:00:00;-36.7863;-74.7933;273.0;0.00 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 20:45:00;-37.5801;-73.679;312.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 21:00:00;-37.5551;-73.7049;329.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 21:15:00;-37.5269;-73.7267;344.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 21:30:00;-37.4977;-73.7464;325.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 21:45:00;-37.4835;-73.7812;298.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 22:00:00;-37.4692;-73.8159;295.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 22:15:00;-37.4544;-73.8497;295.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 22:30:00;-37.441;-73.8841;302.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 22:45:00;-37.4279;-73.9193;298.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 23:00:00;-37.4147;-73.9538;291.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 23:15:00;-37.4019;-73.988;288.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 23:30:00;-37.3896;-74.0231;287.0;6.00 kt
VALENTINA ARACELI (LB);CA4719;18/12/2022 23:45:00;-37.3798;-74.0584;290.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 00:00:00;-37.3673;-74.092;291.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 00:15:00;-37.3522;-74.1238;305.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 00:30:00;-37.337;-74.1542;311.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 00:45:00;-37.3199;-74.1807;314.0;6.49 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 01:00:00;-37.3019;-74.2046;310.0;6.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 01:15:00;-37.2825;-74.2268;313.0;6.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 01:30:00;-37.264;-74.2498;317.0;6.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 01:45:00;-37.2453;-74.2735;297.0;6.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 02:00:00;-37.2241;-74.2948;338.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 02:15:00;-37.1992;-74.3129;321.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 02:30:00;-37.1756;-74.3342;334.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 02:45:00;-37.152;-74.3563;299.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 03:00:00;-37.1274;-74.3776;329.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 03:15:00;-37.1031;-74.4006;330.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 03:30:00;-37.0783;-74.4234;332.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 03:45:00;-37.0539;-74.4473;324.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 04:00:00;-37.0289;-74.4705;286.0;6.49 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 04:15:00;-37.0043;-74.495;323.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 04:30:00;-36.9778;-74.5177;325.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 04:45:00;-36.9529;-74.5431;325.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 05:00:00;-36.9267;-74.5668;324.0;8.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 05:15:00;-36.9007;-74.5914;318.0;7.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 05:30:00;-36.8748;-74.6148;321.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 05:45:00;-36.8483;-74.6363;323.0;6.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 06:00:00;-36.8231;-74.658;328.0;3.49 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 06:15:00;-36.8198;-74.6617;323.0;0.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 06:30:00;-36.8301;-74.6735;227.0;4.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 06:45:00;-36.8294;-74.6798;270.0;0.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 07:00:00;-36.8263;-74.6821;312.0;0.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 07:15:00;-36.8232;-74.6842;0.0;0.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 07:30:00;-36.8203;-74.6867;351.0;0.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 07:45:00;-36.8176;-74.6889;307.0;0.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 08:00:00;-36.8147;-74.6914;292.0;0.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 08:15:00;-36.8033;-74.705;317.0;4.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 08:29:55;-36.7916;-74.7258;273.0;4.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 08:45:00;-36.7866;-74.7511;293.0;5.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 09:00:00;-36.7823;-74.782;271.0;2.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 09:15:00;-36.7823;-74.7985;280.0;2.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 09:30:00;-36.7822;-74.8151;278.0;2.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 09:45:00;-36.7825;-74.8288;293.0;0.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 10:00:00;-36.7844;-74.8071;102.0;4.99 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 10:15:00;-36.7851;-74.7919;327.0;0.00 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 10:30:00;-36.786;-74.7968;357.0;0.50 kt
VALENTINA ARACELI (LB);CA4719;19/12/2022 10:45:00;-36.7858;-74.7981;285.0;0.50 kt
TUMBES (LB);CA3554;19/12/2022 11:00:00;-36.6045;-74.2768;7.0;0.50 kt
TUMBES (LB);CA3554;18/12/2022 23:45:00;-37.5771;-73.6762;316.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 00:00:00;-37.5574;-73.7082;293.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 00:15:00;-37.536;-73.7376;331.0;8.00 kt
TUMBES (LB);CA3554;19/12/2022 00:30:00;-37.5052;-73.7552;329.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 00:45:00;-37.476;-73.7715;328.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 01:00:00;-37.4472;-73.7892;329.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 01:15:00;-37.4184;-73.807;335.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 01:30:00;-37.3898;-73.8244;317.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 01:45:00;-37.3624;-73.841;347.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 02:00:00;-37.335;-73.8567;342.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 02:15:00;-37.3074;-73.873;340.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 02:30:00;-37.2815;-73.8881;336.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 02:45:00;-37.2541;-73.9044;301.0;6.49 kt
TUMBES (LB);CA3554;19/12/2022 03:00:00;-37.2267;-73.9212;330.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 03:15:00;-37.1986;-73.9363;324.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 03:30:00;-37.1721;-73.9536;320.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 03:45:00;-37.1452;-73.9681;307.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 04:00:00;-37.1213;-73.9835;323.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 04:15:00;-37.0962;-74.0005;331.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 04:30:00;-37.0697;-74.0164;352.0;6.49 kt
TUMBES (LB);CA3554;19/12/2022 04:44:55;-37.0436;-74.033;334.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 05:00:00;-37.0156;-74.0485;335.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 05:15:00;-36.9874;-74.0638;336.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 05:30:00;-36.9594;-74.0801;338.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 05:45:00;-36.9317;-74.0968;335.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 06:00:00;-36.9039;-74.1131;334.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 06:15:00;-36.8761;-74.1302;332.0;8.00 kt
TUMBES (LB);CA3554;19/12/2022 06:30:00;-36.8473;-74.1466;328.0;8.00 kt
TUMBES (LB);CA3554;19/12/2022 06:45:00;-36.8187;-74.1641;321.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 07:00:00;-36.7893;-74.1807;329.0;8.00 kt
TUMBES (LB);CA3554;19/12/2022 07:15:00;-36.7599;-74.1986;338.0;8.49 kt
TUMBES (LB);CA3554;19/12/2022 07:30:00;-36.7303;-74.216;345.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 07:45:00;-36.7018;-74.2331;332.0;6.49 kt
TUMBES (LB);CA3554;19/12/2022 08:00:00;-36.6726;-74.248;354.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 08:15:00;-36.6435;-74.254;9.0;6.99 kt
TUMBES (LB);CA3554;19/12/2022 08:30:00;-36.615;-74.2604;350.0;7.50 kt
TUMBES (LB);CA3554;19/12/2022 08:45:00;-36.6095;-74.2765;249.0;2.99 kt
TUMBES (LB);CA3554;19/12/2022 09:00:00;-36.6092;-74.2907;274.0;2.50 kt
TUMBES (LB);CA3554;19/12/2022 09:15:00;-36.6085;-74.2947;88.0;0.00 kt
TUMBES (LB);CA3554;19/12/2022 09:30:00;-36.6082;-74.2938;27.0;0.50 kt
TUMBES (LB);CA3554;19/12/2022 09:45:00;-36.6072;-74.2926;42.0;0.50 kt
TUMBES (LB);CA3554;19/12/2022 10:00:00;-36.6065;-74.2845;104.0;4.00 kt
TUMBES (LB);CA3554;19/12/2022 10:15:00;-36.6061;-74.269;30.0;0.00 kt
TUMBES (LB);CA3554;19/12/2022 10:30:00;-36.6057;-74.2708;300.0;0.00 kt
TUMBES (LB);CA3554;19/12/2022 10:45:00;-36.6051;-74.273;88.0;0.00 kt
DON CARLOS (LB);CB9160;19/12/2022 11:00:00;-37.5538;-73.6856;333.0;7.50 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 11:09:44;-54.88298;-68.13357;83.0;6.99 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 11:24:44;-54.88418;-68.08332;92.0;7.09 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 11:39:44;-54.8847;-68.03197;92.0;6.99 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 11:54:44;-54.88763;-67.9821;89.0;7.09 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 12:09:44;-54.89027;-67.93173;94.0;7.09 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 12:24:44;-54.89363;-67.8804;102.0;7.19 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 12:39:44;-54.89763;-67.87532;281.0;0.99 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 12:54:44;-54.89698;-67.8822;288.0;0.89 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 13:09:44;-54.89892;-67.86902;102.0;7.40 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 13:24:44;-54.90158;-67.81513;90.0;7.50 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 13:39:44;-54.90428;-67.76243;92.0;7.30 kt
SEBASTIAN ALEJANDRO II (ART);CB9907;18/12/2022 13:54:44;-54.90972;-67.711;101.0;7.19 kt
