Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
ESTRELLA III (ART);CB8576;18/12/2022 16:12:01;-26.8476;-70.8611;204.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 16:20:01;-26.8614;-70.8675;196.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 16:28:01;-26.8753;-70.8731;200.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 16:36:01;-26.8882;-70.8811;205.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 16:44:01;-26.9023;-70.8852;197.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 16:52:01;-26.9162;-70.8887;180.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:00:01;-26.9269;-70.8901;211.0;2.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:08:01;-26.9306;-70.8904;283.0;4.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:16:01;-26.9303;-70.8898;45.0;0.50 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:24:01;-26.9302;-70.8893;1.0;0.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:32:01;-26.9297;-70.8893;351.0;0.50 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:40:01;-26.9287;-70.8893;15.0;0.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:48:01;-26.9277;-70.8891;297.0;0.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 17:56:01;-26.9269;-70.8891;202.0;0.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:04:01;-26.9261;-70.8892;69.0;2.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:12:01;-26.9252;-70.8894;31.0;0.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:20:01;-26.923;-70.8888;15.0;2.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:28:01;-26.9207;-70.8883;10.0;0.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:36:01;-26.9232;-70.8909;205.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:44:01;-26.9351;-70.8912;191.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 18:52:01;-26.9463;-70.884;159.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:00:01;-26.9585;-70.8837;130.0;6.49 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:08:01;-26.9714;-70.8816;170.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:16:01;-26.9834;-70.8769;147.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:24:01;-26.9956;-70.8765;207.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:32:01;-27.0055;-70.8847;240.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:40:01;-27.014;-70.874;135.0;6.00 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:48:01;-27.0233;-70.8623;142.0;6.99 kt
ESTRELLA III (ART);CB8576;18/12/2022 19:56:01;-27.0331;-70.8508;134.0;6.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 10:52:48;-44.74017;-72.6911;315.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 11:08:28;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 11:23:28;-44.74015;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 11:38:28;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 11:53:28;-44.74017;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 12:08:28;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 12:23:29;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 12:38:29;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 12:53:29;-44.74018;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 13:08:29;-44.74017;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 13:23:29;-44.74017;-72.69112;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 13:38:29;-44.74018;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 13:53:29;-44.74018;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 14:08:29;-44.74018;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 14:23:29;-44.74018;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 14:38:29;-44.7402;-72.6911;165.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 14:53:29;-44.74018;-72.6911;118.0;0.09 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 15:08:29;-44.74018;-72.6911;118.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 15:23:29;-44.74018;-72.69112;118.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 15:38:29;-44.74018;-72.69112;118.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 15:53:29;-44.7402;-72.6911;118.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 16:08:29;-44.7402;-72.69113;118.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 16:23:29;-44.7402;-72.69112;70.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 16:38:29;-44.74022;-72.69112;70.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 16:53:29;-44.7402;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 17:08:29;-44.74022;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 17:23:29;-44.74022;-72.69115;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 17:38:29;-44.74022;-72.69115;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 17:53:29;-44.74022;-72.69115;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 18:08:29;-44.7402;-72.69113;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 18:23:29;-44.74018;-72.69115;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 18:38:29;-44.74018;-72.69113;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 18:53:29;-44.7402;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 19:08:29;-44.7402;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 19:23:29;-44.7402;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 19:38:29;-44.7402;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 19:53:29;-44.74018;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 20:08:29;-44.74018;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 20:23:29;-44.74022;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 20:38:29;-44.74022;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 20:53:29;-44.74022;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 21:08:29;-44.74022;-72.69112;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 21:23:29;-44.74022;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 21:38:29;-44.7402;-72.6911;226.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 21:53:29;-44.73935;-72.6905;7.0;5.20 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 22:53:29;-44.73528;-72.6904;181.0;6.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 23:08:29;-44.7402;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 23:23:29;-44.74018;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 23:38:29;-44.74018;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;18/12/2022 23:53:29;-44.74018;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 00:08:29;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 00:23:29;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 00:52:48;-44.74017;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 01:07:48;-44.74015;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 01:22:48;-44.74017;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 01:37:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 01:52:48;-44.74017;-72.69113;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 02:07:48;-44.74017;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 02:22:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 02:37:48;-44.74015;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 02:52:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 03:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 03:22:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 03:37:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 03:52:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 04:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 04:22:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 04:37:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 04:52:48;-44.74015;-72.69113;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 05:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 05:22:48;-44.74018;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 05:37:48;-44.74018;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 05:52:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 06:07:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 06:22:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 06:37:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 06:52:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 07:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 07:22:48;-44.74015;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 07:37:48;-44.74015;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 07:52:48;-44.74015;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 08:07:48;-44.74015;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 08:22:48;-44.74015;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 08:37:48;-44.74015;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 08:52:48;-44.74015;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 09:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 09:22:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 09:37:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 09:52:48;-44.74017;-72.69108;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 10:07:48;-44.74017;-72.6911;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 10:22:48;-44.74017;-72.69112;341.0;0.00 kt
IMPERIO AUSTRAL (ART);CB6568;19/12/2022 10:37:48;-44.74017;-72.6911;315.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 10:52:49;-54.4874;-71.8885;159.0;0.99 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 11:07:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 11:22:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 11:37:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 11:52:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 12:07:49;-54.4892;-71.8905;63.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 12:22:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 12:37:48;-54.4892;-71.8905;65.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 12:52:48;-54.4893;-71.8905;100.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 13:07:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 13:22:49;-54.4892;-71.8905;128.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 13:37:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 13:52:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 14:07:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 14:22:48;-54.4892;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 14:37:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 14:52:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 15:07:48;-54.4893;-71.8905;124.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 15:22:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 15:37:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 15:52:49;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 16:07:48;-54.4893;-71.8905;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 16:22:48;-54.4893;-71.8905;301.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 16:37:48;-54.4893;-71.8905;301.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 16:52:48;-54.4889;-71.8908;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 17:07:48;-54.4889;-71.8908;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 17:22:48;-54.4889;-71.8908;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 17:37:48;-54.4889;-71.8909;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 17:52:48;-54.4889;-71.8909;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 18:07:48;-54.4889;-71.8909;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 18:22:48;-54.4889;-71.8909;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 18:37:48;-54.4889;-71.8909;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 18:52:48;-54.4889;-71.8909;104.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 19:07:48;-54.4889;-71.8909;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 19:22:48;-54.4878;-71.8899;331.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 19:37:48;-54.4877;-71.8899;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 19:52:48;-54.4877;-71.8899;103.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 20:07:48;-54.4877;-71.8899;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 20:22:48;-54.4877;-71.8898;43.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 20:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 20:52:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 21:07:48;-54.4877;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 21:22:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 21:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 21:52:48;-54.4876;-71.8898;19.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 22:07:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 22:22:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 22:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 22:52:48;-54.4876;-71.8898;206.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 23:07:48;-54.4876;-71.8897;206.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 23:22:48;-54.4876;-71.8898;206.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 23:37:48;-54.4876;-71.8898;15.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;18/12/2022 23:52:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 00:07:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 00:22:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 00:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 00:52:49;-54.4876;-71.8898;16.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 01:07:49;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 01:22:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 01:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 01:52:49;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 02:07:48;-54.4876;-71.8898;16.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 02:22:48;-54.4876;-71.8898;26.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 02:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 02:52:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 03:07:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 03:22:48;-54.4876;-71.8898;18.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 03:37:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 03:52:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 04:07:48;-54.4877;-71.8899;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 04:22:48;-54.4876;-71.8898;240.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 04:37:48;-54.4876;-71.8898;240.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 04:52:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 05:07:48;-54.4876;-71.8898;9.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 05:22:49;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 05:37:48;-54.4876;-71.8898;9.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 05:52:48;-54.4876;-71.8898;199.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 06:07:48;-54.4876;-71.8898;204.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 06:22:48;-54.4876;-71.8898;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 06:37:48;-54.4876;-71.8897;216.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 06:52:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 07:07:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 07:22:48;-54.4876;-71.8897;27.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 07:37:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 07:52:48;-54.4876;-71.8897;2.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 08:07:48;-54.4876;-71.8897;189.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 08:22:48;-54.4876;-71.8897;359.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 08:37:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 08:52:49;-54.4876;-71.8897;218.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 09:07:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 09:22:48;-54.4876;-71.8897;34.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 09:37:48;-54.4876;-71.8897;358.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 09:52:48;-54.4876;-71.8897;198.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 10:07:48;-54.4876;-71.8897;10.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 10:22:48;-54.4876;-71.8897;0.0;0.00 kt
MARIMAR II (ART-TRP);CA2845;19/12/2022 10:37:48;-54.4876;-71.8898;0.0;0.00 kt
DON JORGE (ART);CA2250;19/12/2022 10:52:00;-44.801944;-73.730278;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 11:07:00;-44.801944;-73.730278;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 11:22:00;-44.801944;-73.730278;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 11:37:00;-44.801944;-73.730278;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 11:52:00;-44.801944;-73.730278;182.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 12:07:00;-44.801944;-73.730278;129.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 12:22:00;-44.801944;-73.730278;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 12:37:00;-44.799722;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 12:52:00;-44.799722;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 13:07:00;-44.799722;-73.73;322.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 13:22:00;-44.8;-73.73;22.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 13:37:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 13:52:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 14:07:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 14:22:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 14:37:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 14:52:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 15:07:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 15:22:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 15:37:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 15:52:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 16:07:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 16:22:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 16:37:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 16:52:00;-44.8;-73.73;138.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 17:07:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 17:22:00;-44.800278;-73.73;48.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 17:37:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 17:52:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 18:07:00;-44.8;-73.73;15.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 18:22:00;-44.8;-73.73;0.0;0.00 kt
DON JORGE (ART);CA2250;18/12/2022 18:37:00;-44.8;-73.73;0.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 18:52:00;-44.799722;-73.729167;170.0;0.09 kt
DON JORGE (ART);CA2250;18/12/2022 19:07:00;-44.799722;-73.729167;0.0;0.00 kt
